,file,risk measure,OHR,copula
321,102.csv,ES q=0.05,1.3776367187500012,t_Copula
322,102.csv,ES q=0.05,1.403320312500001,t_Copula_Capped
323,102.csv,ES q=0.05,1.2507812500000006,Clayton
324,102.csv,ES q=0.05,1.4674804687500016,Frank
325,102.csv,ES q=0.05,1.7755859375000016,Gumbel
326,102.csv,ES q=0.05,1.377539062500001,Plackett
327,102.csv,ES q=0.05,1.14111328125,Gauss Mix Indep
328,102.csv,ES q=0.05,1.2617187500000009,rotGumbel
329,102.csv,ES q=0.05,1.166315476991873,NIG
330,102.csv,VaR q=0.01,1.501464843750001,Gaussian
331,102.csv,VaR q=0.01,1.3012695312500004,t_Copula
332,102.csv,VaR q=0.01,1.3195312500000005,t_Copula_Capped
333,102.csv,VaR q=0.01,1.10322265625,Clayton
334,102.csv,VaR q=0.01,1.415429687500001,Frank
335,102.csv,VaR q=0.01,1.854687500000002,Gumbel
336,102.csv,VaR q=0.01,1.3432617187500009,Plackett
337,102.csv,VaR q=0.01,1.0244140624999998,Gauss Mix Indep
338,102.csv,VaR q=0.01,1.3101562500000008,rotGumbel
339,102.csv,VaR q=0.01,1.0744287066909362,NIG
340,102.csv,VaR q=0.05,1.5265625000000016,Gaussian
341,102.csv,VaR q=0.05,1.5093750000000012,t_Copula
342,102.csv,VaR q=0.05,1.488281250000001,t_Copula_Capped
343,102.csv,VaR q=0.05,1.4753906250000015,Clayton
344,102.csv,VaR q=0.05,1.5884765625000017,Frank
345,102.csv,VaR q=0.05,1.6713867187500016,Gumbel
346,102.csv,VaR q=0.05,1.4747070312500012,Plackett
347,102.csv,VaR q=0.05,1.5738281250000017,Gauss Mix Indep
348,102.csv,VaR q=0.05,1.3710937500000009,rotGumbel
349,102.csv,VaR q=0.05,1.361683914896307,NIG
350,102.csv,Variance,1.480957031250001,Gaussian
351,102.csv,Variance,1.420117187500001,t_Copula
352,102.csv,Variance,1.432910156250001,t_Copula_Capped
353,102.csv,Variance,1.562792968750002,Clayton
354,102.csv,Variance,1.5017578125000013,Frank
355,102.csv,Variance,1.466796875000001,Gumbel
356,102.csv,Variance,1.4438476562500009,Plackett
357,102.csv,Variance,1.3392578125000008,Gauss Mix Indep
358,102.csv,Variance,1.4723632812500012,rotGumbel
359,102.csv,Variance,1.3206084630063748,NIG
360,103.csv,ERM k=10,1.5021484375000014,Gaussian
361,103.csv,ERM k=10,1.4042968750000009,t_Copula
362,103.csv,ERM k=10,1.444726562500001,t_Copula_Capped
363,103.csv,ERM k=10,1.3630859375000008,Clayton
364,103.csv,ERM k=10,1.5376953125000017,Frank
365,103.csv,ERM k=10,1.7115234375000017,Gumbel
366,103.csv,ERM k=10,1.4743164062500016,Plackett
367,103.csv,ERM k=10,1.4019531250000012,Gauss Mix Indep
368,103.csv,ERM k=10,1.3277343750000008,rotGumbel
369,103.csv,ERM k=10,1.266606028103208,NIG
370,103.csv,ES q=0.01,1.493164062500001,Gaussian
371,103.csv,ES q=0.01,1.054296875,t_Copula
372,103.csv,ES q=0.01,1.2185546875000004,t_Copula_Capped
373,103.csv,ES q=0.01,1.0666015625,Clayton
374,103.csv,ES q=0.01,1.4024414062500012,Frank
375,103.csv,ES q=0.01,1.886328125000002,Gumbel
376,103.csv,ES q=0.01,1.2595703125000006,Plackett
377,103.csv,ES q=0.01,0.8300781249999998,Gauss Mix Indep
378,103.csv,ES q=0.01,1.1917968750000003,rotGumbel
379,103.csv,ES q=0.01,0.9211192018325878,NIG
380,103.csv,ES q=0.05,1.5054687500000017,Gaussian
381,103.csv,ES q=0.05,1.312792968750001,t_Copula
382,103.csv,ES q=0.05,1.3900390625000012,t_Copula_Capped
383,103.csv,ES q=0.05,1.2334960937500008,Clayton
384,103.csv,ES q=0.05,1.473144531250001,Frank
385,103.csv,ES q=0.05,1.7973632812500018,Gumbel
386,103.csv,ES q=0.05,1.384179687500001,Plackett
387,103.csv,ES q=0.05,1.1216796875,Gauss Mix Indep
388,103.csv,ES q=0.05,1.2684570312500003,rotGumbel
389,103.csv,ES q=0.05,1.1846744839836656,NIG
390,103.csv,VaR q=0.01,1.515625000000001,Gaussian
391,103.csv,VaR q=0.01,1.2152343750000003,t_Copula
392,103.csv,VaR q=0.01,1.381250000000001,t_Copula_Capped
393,103.csv,VaR q=0.01,1.06875,Clayton
394,103.csv,VaR q=0.01,1.366406250000001,Frank
395,103.csv,VaR q=0.01,1.8732421875000016,Gumbel
396,103.csv,VaR q=0.01,1.3261718750000009,Plackett
397,103.csv,VaR q=0.01,0.976171875,Gauss Mix Indep
398,103.csv,VaR q=0.01,1.2650390625000008,rotGumbel
399,103.csv,VaR q=0.01,0.9948675523199833,NIG
400,103.csv,VaR q=0.05,1.5116210937500014,Gaussian
401,103.csv,VaR q=0.05,1.4520507812500014,t_Copula
402,103.csv,VaR q=0.05,1.4878906250000012,t_Copula_Capped
403,103.csv,VaR q=0.05,1.5263671875000016,Clayton
404,103.csv,VaR q=0.05,1.6153320312500017,Frank
405,103.csv,VaR q=0.05,1.7205078125000015,Gumbel
406,103.csv,VaR q=0.05,1.5117187500000018,Plackett
407,103.csv,VaR q=0.05,1.5500000000000016,Gauss Mix Indep
408,103.csv,VaR q=0.05,1.399316406250001,rotGumbel
409,103.csv,VaR q=0.05,1.3007779275472389,NIG
410,103.csv,Variance,1.4561523437500012,Gaussian
411,103.csv,Variance,1.3663085937500008,t_Copula
412,103.csv,Variance,1.410351562500001,t_Copula_Capped
413,103.csv,Variance,1.5344726562500015,Clayton
414,103.csv,Variance,1.4788085937500015,Frank
415,103.csv,Variance,1.4425781250000012,Gumbel
416,103.csv,Variance,1.4235351562500012,Plackett
417,103.csv,Variance,1.3139648437500009,Gauss Mix Indep
418,103.csv,Variance,1.4499023437500012,rotGumbel
419,103.csv,Variance,1.3032761275939386,NIG
420,104.csv,ERM k=10,1.5095703125000015,Gaussian
421,104.csv,ERM k=10,1.404687500000001,t_Copula
422,104.csv,ERM k=10,1.4582031250000012,t_Copula_Capped
423,104.csv,ERM k=10,1.3722656250000007,Clayton
424,104.csv,ERM k=10,1.5419921875000016,Frank
425,104.csv,ERM k=10,1.7148437500000018,Gumbel
426,104.csv,ERM k=10,1.4846679687500015,Plackett
427,104.csv,ERM k=10,1.3916992187500012,Gauss Mix Indep
428,104.csv,ERM k=10,1.3386718750000006,rotGumbel
429,104.csv,ERM k=10,1.3060642442074075,NIG
430,104.csv,ES q=0.01,1.5048828125000018,Gaussian
431,104.csv,ES q=0.01,1.0139648437500002,t_Copula
432,104.csv,ES q=0.01,1.2468750000000006,t_Copula_Capped
433,104.csv,ES q=0.01,1.07509765625,Clayton
434,104.csv,ES q=0.01,1.4034179687500012,Frank
435,104.csv,ES q=0.01,1.8989257812500024,Gumbel
436,104.csv,ES q=0.01,1.2719726562500009,Plackett
437,104.csv,ES q=0.01,0.7942382812499998,Gauss Mix Indep
438,104.csv,ES q=0.01,1.2053710937500006,rotGumbel
439,104.csv,ES q=0.01,0.8884954665772838,NIG
440,104.csv,ES q=0.05,1.5167968750000016,Gaussian
441,104.csv,ES q=0.05,1.3091796875000008,t_Copula
442,104.csv,ES q=0.05,1.4145507812500009,t_Copula_Capped
443,104.csv,ES q=0.05,1.2465820312500004,Clayton
444,104.csv,ES q=0.05,1.4791992187500016,Frank
445,104.csv,ES q=0.05,1.8002929687500018,Gumbel
446,104.csv,ES q=0.05,1.402343750000001,Plackett
447,104.csv,ES q=0.05,1.0182617187499998,Gauss Mix Indep
448,104.csv,ES q=0.05,1.2874023437500006,rotGumbel
449,104.csv,ES q=0.05,1.1077297529767258,NIG
450,104.csv,VaR q=0.01,1.5320312500000013,Gaussian
451,104.csv,VaR q=0.01,1.1750000000000005,t_Copula
452,104.csv,VaR q=0.01,1.4227539062500014,t_Copula_Capped
453,104.csv,VaR q=0.01,1.0818359375000002,Clayton
454,104.csv,VaR q=0.01,1.3937500000000012,Frank
455,104.csv,VaR q=0.01,1.874218750000002,Gumbel
456,104.csv,VaR q=0.01,1.3170898437500007,Plackett
457,104.csv,VaR q=0.01,0.9373046875,Gauss Mix Indep
458,104.csv,VaR q=0.01,1.2833984375000007,rotGumbel
459,104.csv,VaR q=0.01,0.978670113465424,NIG
460,104.csv,VaR q=0.05,1.5218750000000014,Gaussian
461,104.csv,VaR q=0.05,1.4748046875000014,t_Copula
462,104.csv,VaR q=0.05,1.4996093750000012,t_Copula_Capped
463,104.csv,VaR q=0.05,1.5189453125000016,Clayton
464,104.csv,VaR q=0.05,1.641699218750002,Frank
465,104.csv,VaR q=0.05,1.7284179687500023,Gumbel
