Date,BITX,% Change
Sun May 02 2021 16:00:00 GMT-0400,64231.27,-0.75%
Mon May 03 2021 16:00:00 GMT-0400,66590.04,3.67%
Tue May 04 2021 16:00:00 GMT-0400,64754.04,-2.76%
Wed May 05 2021 16:00:00 GMT-0400,67755.93,4.64%
Thu May 06 2021 16:00:00 GMT-0400,67153.04,-0.89%
Fri May 07 2021 16:00:00 GMT-0400,68350.46,1.78%
Sat May 08 2021 16:00:00 GMT-0400,71006.8,3.89%
Sun May 09 2021 16:00:00 GMT-0400,69859.01,-1.62%
Mon May 10 2021 16:00:00 GMT-0400,69091.17,-1.10%
Tue May 11 2021 16:00:00 GMT-0400,70614.32,2.20%
Wed May 12 2021 16:00:00 GMT-0400,68822.91,-2.54%
Thu May 13 2021 16:00:00 GMT-0400,61140.56,-11.16%
Fri May 14 2021 16:00:00 GMT-0400,64887.04,6.13%
Sat May 15 2021 16:00:00 GMT-0400,61504.93,-5.21%
Sun May 16 2021 16:00:00 GMT-0400,57477.62,-6.55%
Mon May 17 2021 16:00:00 GMT-0400,56247.7,-2.14%
Tue May 18 2021 16:00:00 GMT-0400,55822.16,-0.76%
Wed May 19 2021 16:00:00 GMT-0400,47495.27,-14.92%
Thu May 20 2021 16:00:00 GMT-0400,49175.91,3.54%
Fri May 21 2021 16:00:00 GMT-0400,43064.46,-12.43%
Sat May 22 2021 16:00:00 GMT-0400,43503.27,1.02%
Sun May 23 2021 16:00:00 GMT-0400,38130.9,-12.35%
Mon May 24 2021 16:00:00 GMT-0400,47535.97,24.67%
Tue May 25 2021 16:00:00 GMT-0400,44867.9,-5.61%
Wed May 26 2021 16:00:00 GMT-0400,47267.2,5.35%
Thu May 27 2021 16:00:00 GMT-0400,47711.06,0.94%
Fri May 28 2021 16:00:00 GMT-0400,43742.07,-8.32%
Sat May 29 2021 16:00:00 GMT-0400,40766.95,-6.80%
Sun May 30 2021 16:00:00 GMT-0400,43629.03,7.02%
Mon May 31 2021 16:00:00 GMT-0400,45246.53,3.71%
Tue Jun 01 2021 16:00:00 GMT-0400,44056.61,-2.63%
Wed Jun 02 2021 16:00:00 GMT-0400,46743.19,6.10%
Thu Jun 03 2021 16:00:00 GMT-0400,47542.14,1.71%
Fri Jun 04 2021 16:00:00 GMT-0400,45396.61,-4.51%
Sat Jun 05 2021 16:00:00 GMT-0400,44097.78,-2.86%
Sun Jun 06 2021 16:00:00 GMT-0400,44397.59,0.68%
Mon Jun 07 2021 16:00:00 GMT-0400,44588.42,0.43%
Tue Jun 08 2021 16:00:00 GMT-0400,41000.72,-8.05%
Wed Jun 09 2021 16:00:00 GMT-0400,44048.11,7.43%
Thu Jun 10 2021 16:00:00 GMT-0400,43737.1,-0.71%
Fri Jun 11 2021 16:00:00 GMT-0400,43805.33,0.16%
Sat Jun 12 2021 16:00:00 GMT-0400,42686.55,-2.55%
Sun Jun 13 2021 16:00:00 GMT-0400,44329.64,3.85%
Mon Jun 14 2021 16:00:00 GMT-0400,46608.8,5.14%
Tue Jun 15 2021 16:00:00 GMT-0400,46811.18,0.43%
Wed Jun 16 2021 16:00:00 GMT-0400,45112.63,-3.63%
Thu Jun 17 2021 16:00:00 GMT-0400,43900.68,-2.69%
Fri Jun 18 2021 16:00:00 GMT-0400,40901.39,-6.83%
Sat Jun 19 2021 16:00:00 GMT-0400,41799.82,2.20%
Sun Jun 20 2021 16:00:00 GMT-0400,41407.56,-0.94%
Mon Jun 21 2021 16:00:00 GMT-0400,37405.21,-9.67%
Tue Jun 22 2021 16:00:00 GMT-0400,36842.53,-1.50%
Wed Jun 23 2021 16:00:00 GMT-0400,37391.61,1.49%
Thu Jun 24 2021 16:00:00 GMT-0400,39567.22,5.82%
Fri Jun 25 2021 16:00:00 GMT-0400,36575.97,-7.56%
Sat Jun 26 2021 16:00:00 GMT-0400,35649.55,-2.53%
Sun Jun 27 2021 16:00:00 GMT-0400,36834.79,3.32%
Mon Jun 28 2021 16:00:00 GMT-0400,39742.12,7.89%
Tue Jun 29 2021 16:00:00 GMT-0400,41978.82,5.63%
