Date,BITW100,% Change
Mon May 29 2017 20:00:00 GMT-0400,4176.86,6.49%
Tue May 30 2017 20:00:00 GMT-0400,4216.29,0.94%
Wed May 31 2017 20:00:00 GMT-0400,4428.03,5.02%
Thu Jun 01 2017 20:00:00 GMT-0400,4773.59,7.80%
Fri Jun 02 2017 20:00:00 GMT-0400,4843.91,1.47%
Sat Jun 03 2017 20:00:00 GMT-0400,4891.83,0.99%
Sun Jun 04 2017 20:00:00 GMT-0400,4997.26,2.16%
Mon Jun 05 2017 20:00:00 GMT-0400,5219.36,4.44%
Tue Jun 06 2017 20:00:00 GMT-0400,5460.81,4.63%
Wed Jun 07 2017 20:00:00 GMT-0400,5245.34,-3.95%
Thu Jun 08 2017 20:00:00 GMT-0400,5425.79,3.44%
Fri Jun 09 2017 20:00:00 GMT-0400,5559.28,2.46%
Sat Jun 10 2017 20:00:00 GMT-0400,5836.73,4.99%
Sun Jun 11 2017 20:00:00 GMT-0400,5981.8,2.49%
Mon Jun 12 2017 20:00:00 GMT-0400,5842.87,-2.32%
Tue Jun 13 2017 20:00:00 GMT-0400,5993.35,2.58%
Wed Jun 14 2017 20:00:00 GMT-0400,5554.81,-7.32%
Thu Jun 15 2017 20:00:00 GMT-0400,5484.87,-1.26%
Fri Jun 16 2017 20:00:00 GMT-0400,5613.09,2.34%
Sat Jun 17 2017 20:00:00 GMT-0400,5896.68,5.05%
Sun Jun 18 2017 20:00:00 GMT-0400,5794.6,-1.73%
Mon Jun 19 2017 20:00:00 GMT-0400,5906.99,1.94%
Tue Jun 20 2017 20:00:00 GMT-0400,5995.82,1.50%
Wed Jun 21 2017 20:00:00 GMT-0400,5780.6,-3.59%
Thu Jun 22 2017 20:00:00 GMT-0400,5786.18,0.10%
Fri Jun 23 2017 20:00:00 GMT-0400,5956.08,2.94%
Sat Jun 24 2017 20:00:00 GMT-0400,5672.47,-4.76%
Sun Jun 25 2017 20:00:00 GMT-0400,5488.66,-3.24%
Mon Jun 26 2017 20:00:00 GMT-0400,5110.05,-6.90%
Tue Jun 27 2017 20:00:00 GMT-0400,5277.14,3.27%
Wed Jun 28 2017 20:00:00 GMT-0400,5514.97,4.51%
Thu Jun 29 2017 20:00:00 GMT-0400,5284.93,-4.17%
Fri Jun 30 2017 20:00:00 GMT-0400,5167.63,-2.22%
Sat Jul 01 2017 20:00:00 GMT-0400,4951.22,-4.19%
Sun Jul 02 2017 20:00:00 GMT-0400,5107.01,3.15%
Mon Jul 03 2017 20:00:00 GMT-0400,5178.25,1.39%
Tue Jul 04 2017 20:00:00 GMT-0400,5215.93,0.73%
Wed Jul 05 2017 20:00:00 GMT-0400,5194.54,-0.41%
Thu Jul 06 2017 20:00:00 GMT-0400,5185.12,-0.18%
Fri Jul 07 2017 20:00:00 GMT-0400,4827.14,-6.90%
Sat Jul 08 2017 20:00:00 GMT-0400,4946.13,2.46%
Sun Jul 09 2017 20:00:00 GMT-0400,4796.86,-3.02%
Mon Jul 10 2017 20:00:00 GMT-0400,4287.24,-10.62%
Tue Jul 11 2017 20:00:00 GMT-0400,4098.11,-4.41%
Wed Jul 12 2017 20:00:00 GMT-0400,4508.33,10.01%
Thu Jul 13 2017 20:00:00 GMT-0400,4293.07,-4.77%
Fri Jul 14 2017 20:00:00 GMT-0400,4048.94,-5.69%
Sat Jul 15 2017 20:00:00 GMT-0400,3568.74,-11.86%
Sun Jul 16 2017 20:00:00 GMT-0400,3405.29,-4.58%
Mon Jul 17 2017 20:00:00 GMT-0400,4008.82,17.72%
Tue Jul 18 2017 20:00:00 GMT-0400,4333.06,8.09%
Wed Jul 19 2017 20:00:00 GMT-0400,4046.26,-6.62%
Thu Jul 20 2017 20:00:00 GMT-0400,4793.59,18.47%
Fri Jul 21 2017 20:00:00 GMT-0400,4593.87,-4.17%
Sat Jul 22 2017 20:00:00 GMT-0400,4885.42,6.35%
Sun Jul 23 2017 20:00:00 GMT-0400,4771.16,-2.34%
Mon Jul 24 2017 20:00:00 GMT-0400,4786.4,0.32%
Tue Jul 25 2017 20:00:00 GMT-0400,4421.04,-7.63%
Wed Jul 26 2017 20:00:00 GMT-0400,4379.32,-0.94%
Thu Jul 27 2017 20:00:00 GMT-0400,4495.52,2.65%
Fri Jul 28 2017 20:00:00 GMT-0400,4489.87,-0.13%
Sat Jul 29 2017 20:00:00 GMT-0400,4512.57,0.51%
Sun Jul 30 2017 20:00:00 GMT-0400,4450.44,-1.38%
Mon Jul 31 2017 20:00:00 GMT-0400,4601.02,3.38%
Tue Aug 01 2017 20:00:00 GMT-0400,4668.7,1.47%
Wed Aug 02 2017 20:00:00 GMT-0400,4630.11,-0.83%
Thu Aug 03 2017 20:00:00 GMT-0400,4788.74,3.43%
Fri Aug 04 2017 20:00:00 GMT-0400,4869.36,1.68%
Sat Aug 05 2017 20:00:00 GMT-0400,5436.56,11.65%
Sun Aug 06 2017 20:00:00 GMT-0400,5399.77,-0.68%
Mon Aug 07 2017 20:00:00 GMT-0400,5631.8,4.30%
Tue Aug 08 2017 20:00:00 GMT-0400,5869.64,4.22%
Wed Aug 09 2017 20:00:00 GMT-0400,5780.88,-1.51%
Thu Aug 10 2017 20:00:00 GMT-0400,5886.82,1.83%
Fri Aug 11 2017 20:00:00 GMT-0400,6212.05,5.52%
Sat Aug 12 2017 20:00:00 GMT-0400,6399.11,3.01%
Sun Aug 13 2017 20:00:00 GMT-0400,6507.37,1.69%
Mon Aug 14 2017 20:00:00 GMT-0400,6735.65,3.51%
Tue Aug 15 2017 20:00:00 GMT-0400,6541.27,-2.89%
Wed Aug 16 2017 20:00:00 GMT-0400,6804.91,4.03%
Thu Aug 17 2017 20:00:00 GMT-0400,6688.94,-1.70%
Fri Aug 18 2017 20:00:00 GMT-0400,6456.82,-3.47%
Sat Aug 19 2017 20:00:00 GMT-0400,6567.04,1.71%
Sun Aug 20 2017 20:00:00 GMT-0400,6544.34,-0.35%
Mon Aug 21 2017 20:00:00 GMT-0400,6629.41,1.30%
Tue Aug 22 2017 20:00:00 GMT-0400,6798.04,2.54%
Wed Aug 23 2017 20:00:00 GMT-0400,6939.72,2.08%
Thu Aug 24 2017 20:00:00 GMT-0400,7094.36,2.23%
Fri Aug 25 2017 20:00:00 GMT-0400,7182.06,1.24%
Sat Aug 26 2017 20:00:00 GMT-0400,7279.83,1.36%
Sun Aug 27 2017 20:00:00 GMT-0400,7391,1.53%
Mon Aug 28 2017 20:00:00 GMT-0400,7453.03,0.84%
Tue Aug 29 2017 20:00:00 GMT-0400,7659.15,2.77%
Wed Aug 30 2017 20:00:00 GMT-0400,7744.76,1.12%
Thu Aug 31 2017 20:00:00 GMT-0400,8042.39,3.84%
Fri Sep 01 2017 20:00:00 GMT-0400,8331.16,3.59%
Sat Sep 02 2017 20:00:00 GMT-0400,7665.45,-7.99%
Sun Sep 03 2017 20:00:00 GMT-0400,7676.05,0.14%
Mon Sep 04 2017 20:00:00 GMT-0400,6757.32,-11.97%
Tue Sep 05 2017 20:00:00 GMT-0400,7091.83,4.95%
Wed Sep 06 2017 20:00:00 GMT-0400,7557.33,6.56%
Thu Sep 07 2017 20:00:00 GMT-0400,7610.08,0.70%
Fri Sep 08 2017 20:00:00 GMT-0400,6899.87,-9.33%
Sat Sep 09 2017 20:00:00 GMT-0400,6830.78,-1.00%
Sun Sep 10 2017 20:00:00 GMT-0400,6672.2,-2.32%
Mon Sep 11 2017 20:00:00 GMT-0400,6767.02,1.42%
Tue Sep 12 2017 20:00:00 GMT-0400,6674.26,-1.37%
Wed Sep 13 2017 20:00:00 GMT-0400,6316.51,-5.36%
Thu Sep 14 2017 20:00:00 GMT-0400,4981.85,-21.13%
Fri Sep 15 2017 20:00:00 GMT-0400,5748.61,15.39%
Sat Sep 16 2017 20:00:00 GMT-0400,5712.9,-0.62%
Sun Sep 17 2017 20:00:00 GMT-0400,5719.34,0.11%
Mon Sep 18 2017 20:00:00 GMT-0400,6484.86,13.38%
Tue Sep 19 2017 20:00:00 GMT-0400,6262.99,-3.42%
Wed Sep 20 2017 20:00:00 GMT-0400,6199.77,-1.01%
Thu Sep 21 2017 20:00:00 GMT-0400,5697.98,-8.09%
Fri Sep 22 2017 20:00:00 GMT-0400,5760.8,1.10%
Sat Sep 23 2017 20:00:00 GMT-0400,6056.66,5.14%
Sun Sep 24 2017 20:00:00 GMT-0400,5900.4,-2.58%
Mon Sep 25 2017 20:00:00 GMT-0400,6274.94,6.35%
Tue Sep 26 2017 20:00:00 GMT-0400,6223.99,-0.81%
Wed Sep 27 2017 20:00:00 GMT-0400,6703.84,7.71%
Thu Sep 28 2017 20:00:00 GMT-0400,6610.02,-1.40%
Fri Sep 29 2017 20:00:00 GMT-0400,6515.92,-1.42%
Sat Sep 30 2017 20:00:00 GMT-0400,6761.86,3.77%
Sun Oct 01 2017 20:00:00 GMT-0400,6805.89,0.65%
Mon Oct 02 2017 20:00:00 GMT-0400,6751.59,-0.80%
Tue Oct 03 2017 20:00:00 GMT-0400,6606.64,-2.15%
Wed Oct 04 2017 20:00:00 GMT-0400,6490.19,-1.76%
Thu Oct 05 2017 20:00:00 GMT-0400,6631.28,2.17%
Fri Oct 06 2017 20:00:00 GMT-0400,6729.12,1.48%
Sat Oct 07 2017 20:00:00 GMT-0400,6799.34,1.04%
Sun Oct 08 2017 20:00:00 GMT-0400,6919.73,1.77%
Mon Oct 09 2017 20:00:00 GMT-0400,6853.12,-0.96%
Tue Oct 10 2017 20:00:00 GMT-0400,6943.32,1.32%
Wed Oct 11 2017 20:00:00 GMT-0400,7023.4,1.15%
Thu Oct 12 2017 20:00:00 GMT-0400,7436.18,5.88%
Fri Oct 13 2017 20:00:00 GMT-0400,7780.32,4.63%
Sat Oct 14 2017 20:00:00 GMT-0400,7936.25,2.00%
Sun Oct 15 2017 20:00:00 GMT-0400,7812.28,-1.56%
Mon Oct 16 2017 20:00:00 GMT-0400,7847.41,0.45%
Tue Oct 17 2017 20:00:00 GMT-0400,7665.36,-2.32%
Wed Oct 18 2017 20:00:00 GMT-0400,7561.76,-1.35%
Thu Oct 19 2017 20:00:00 GMT-0400,7592.88,0.41%
Fri Oct 20 2017 20:00:00 GMT-0400,7734.08,1.86%
Sat Oct 21 2017 20:00:00 GMT-0400,7725.17,-0.12%
Sun Oct 22 2017 20:00:00 GMT-0400,7669.14,-0.73%
Mon Oct 23 2017 20:00:00 GMT-0400,7519.4,-1.95%
Tue Oct 24 2017 20:00:00 GMT-0400,7382.41,-1.82%
Wed Oct 25 2017 20:00:00 GMT-0400,7533.17,2.04%
Thu Oct 26 2017 20:00:00 GMT-0400,7620.72,1.16%
Fri Oct 27 2017 20:00:00 GMT-0400,7564.41,-0.74%
Sat Oct 28 2017 20:00:00 GMT-0400,7546.88,-0.23%
Sun Oct 29 2017 20:00:00 GMT-0400,7915.86,4.89%
Mon Oct 30 2017 20:00:00 GMT-0400,7939.63,0.30%
Tue Oct 31 2017 20:00:00 GMT-0400,8117.82,2.24%
Wed Nov 01 2017 20:00:00 GMT-0400,8300.29,2.25%
Thu Nov 02 2017 20:00:00 GMT-0400,8570.33,3.25%
Fri Nov 03 2017 20:00:00 GMT-0400,8815.92,2.87%
Sat Nov 04 2017 20:00:00 GMT-0400,8921.27,1.20%
Sun Nov 05 2017 19:00:00 GMT-0500,8917.39,-0.04%
Mon Nov 06 2017 19:00:00 GMT-0500,8659.62,-2.89%
Tue Nov 07 2017 19:00:00 GMT-0500,8794.23,1.55%
Wed Nov 08 2017 19:00:00 GMT-0500,9235.5,5.02%
Thu Nov 09 2017 19:00:00 GMT-0500,9193.91,-0.45%
Fri Nov 10 2017 19:00:00 GMT-0500,8830.77,-3.95%
Sat Nov 11 2017 19:00:00 GMT-0500,9051.96,2.50%
Sun Nov 12 2017 19:00:00 GMT-0500,8767.54,-3.14%
Mon Nov 13 2017 19:00:00 GMT-0500,9276.35,5.80%
Tue Nov 14 2017 19:00:00 GMT-0500,9425.31,1.61%
Wed Nov 15 2017 19:00:00 GMT-0500,9904.62,5.09%
Thu Nov 16 2017 19:00:00 GMT-0500,10057.71,1.55%
Fri Nov 17 2017 19:00:00 GMT-0500,10263.31,2.04%
Sat Nov 18 2017 19:00:00 GMT-0500,10524.95,2.55%
Sun Nov 19 2017 19:00:00 GMT-0500,10668.27,1.36%
Mon Nov 20 2017 19:00:00 GMT-0500,10953.22,2.67%
Tue Nov 21 2017 19:00:00 GMT-0500,10742.42,-1.92%
Wed Nov 22 2017 19:00:00 GMT-0500,11175.95,4.04%
Thu Nov 23 2017 19:00:00 GMT-0500,11456.09,2.51%
Fri Nov 24 2017 19:00:00 GMT-0500,11894.1,3.82%
Sat Nov 25 2017 19:00:00 GMT-0500,12365.17,3.96%
Sun Nov 26 2017 19:00:00 GMT-0500,12931.46,4.58%
Mon Nov 27 2017 19:00:00 GMT-0500,13386.95,3.52%
Tue Nov 28 2017 19:00:00 GMT-0500,13740.63,2.64%
Wed Nov 29 2017 19:00:00 GMT-0500,12905.24,-6.08%
Thu Nov 30 2017 19:00:00 GMT-0500,13310.48,3.14%
Fri Dec 01 2017 19:00:00 GMT-0500,14228.09,6.89%
Sat Dec 02 2017 19:00:00 GMT-0500,14310.78,0.58%
Sun Dec 03 2017 19:00:00 GMT-0500,14685.52,2.62%
Mon Dec 04 2017 19:00:00 GMT-0500,15252.15,3.86%
Tue Dec 05 2017 19:00:00 GMT-0500,15476.25,1.47%
Wed Dec 06 2017 19:00:00 GMT-0500,16911.17,9.27%
Thu Dec 07 2017 19:00:00 GMT-0500,19256.88,13.87%
Fri Dec 08 2017 19:00:00 GMT-0500,19076.19,-0.94%
Sat Dec 09 2017 19:00:00 GMT-0500,18014.16,-5.57%
Sun Dec 10 2017 19:00:00 GMT-0500,17711.1,-1.68%
Mon Dec 11 2017 19:00:00 GMT-0500,19752.52,11.53%
Tue Dec 12 2017 19:00:00 GMT-0500,21801.06,10.37%
Wed Dec 13 2017 19:00:00 GMT-0500,21388.07,-1.89%
Thu Dec 14 2017 19:00:00 GMT-0500,22939.36,7.25%
Fri Dec 15 2017 19:00:00 GMT-0500,23417.54,2.08%
Sat Dec 16 2017 19:00:00 GMT-0500,24992.75,6.73%
Sun Dec 17 2017 19:00:00 GMT-0500,25234.67,0.97%
Mon Dec 18 2017 19:00:00 GMT-0500,26636.51,5.56%
Tue Dec 19 2017 19:00:00 GMT-0500,26605.25,-0.12%
Wed Dec 20 2017 19:00:00 GMT-0500,27033.02,1.61%
Thu Dec 21 2017 19:00:00 GMT-0500,26795.06,-0.88%
Fri Dec 22 2017 19:00:00 GMT-0500,23061.98,-13.93%
Sat Dec 23 2017 19:00:00 GMT-0500,24780.75,7.45%
Sun Dec 24 2017 19:00:00 GMT-0500,23516.43,-5.10%
Mon Dec 25 2017 19:00:00 GMT-0500,24095.05,2.46%
Tue Dec 26 2017 19:00:00 GMT-0500,26068.62,8.19%
Wed Dec 27 2017 19:00:00 GMT-0500,25982.33,-0.33%
Thu Dec 28 2017 19:00:00 GMT-0500,24667.27,-5.06%
Fri Dec 29 2017 19:00:00 GMT-0500,26762.96,8.50%
Sat Dec 30 2017 19:00:00 GMT-0500,24177.32,-9.66%
Sun Dec 31 2017 19:00:00 GMT-0500,26323.73,8.88%
Mon Jan 01 2018 19:00:00 GMT-0500,26378.36,0.21%
Tue Jan 02 2018 19:00:00 GMT-0500,28729.58,8.91%
Wed Jan 03 2018 19:00:00 GMT-0500,31423.55,9.38%
Thu Jan 04 2018 19:00:00 GMT-0500,31643.76,0.70%
Fri Jan 05 2018 19:00:00 GMT-0500,32603.08,3.03%
Sat Jan 06 2018 19:00:00 GMT-0500,34027.35,4.37%
Sun Jan 07 2018 19:00:00 GMT-0500,34497.59,1.38%
Mon Jan 08 2018 19:00:00 GMT-0500,30321.63,-12.11%
Tue Jan 09 2018 19:00:00 GMT-0500,29895.45,-1.41%
Wed Jan 10 2018 19:00:00 GMT-0500,30017.96,0.41%
Thu Jan 11 2018 19:00:00 GMT-0500,27336.21,-8.93%
Fri Jan 12 2018 19:00:00 GMT-0500,29200.08,6.82%
Sat Jan 13 2018 19:00:00 GMT-0500,30534.28,4.57%
Sun Jan 14 2018 19:00:00 GMT-0500,29150.22,-4.53%
Mon Jan 15 2018 19:00:00 GMT-0500,28236.15,-3.14%
Tue Jan 16 2018 19:00:00 GMT-0500,22128.66,-21.63%
Wed Jan 17 2018 19:00:00 GMT-0500,22202.42,0.33%
Thu Jan 18 2018 19:00:00 GMT-0500,23125.25,4.16%
Fri Jan 19 2018 19:00:00 GMT-0500,23564.35,1.90%
Sat Jan 20 2018 19:00:00 GMT-0500,25761.58,9.32%
Sun Jan 21 2018 19:00:00 GMT-0500,23034.48,-10.59%
Mon Jan 22 2018 19:00:00 GMT-0500,21733.92,-5.65%
Tue Jan 23 2018 19:00:00 GMT-0500,21624.17,-0.50%
Wed Jan 24 2018 19:00:00 GMT-0500,22708.93,5.02%
Thu Jan 25 2018 19:00:00 GMT-0500,22404.38,-1.34%
Fri Jan 26 2018 19:00:00 GMT-0500,22075.21,-1.47%
Sat Jan 27 2018 19:00:00 GMT-0500,22724.66,2.94%
Sun Jan 28 2018 19:00:00 GMT-0500,24213.22,6.55%
Mon Jan 29 2018 19:00:00 GMT-0500,23249.4,-3.98%
Tue Jan 30 2018 19:00:00 GMT-0500,20495.22,-11.85%
Wed Jan 31 2018 19:00:00 GMT-0500,21046.88,2.69%
Thu Feb 01 2018 19:00:00 GMT-0500,18516.42,-12.02%
