Date,BITW70,% Change
Tue Apr 25 2017 20:00:00 GMT-0400,3456.73,2.44%
Wed Apr 26 2017 20:00:00 GMT-0400,3526.96,2.03%
Thu Apr 27 2017 20:00:00 GMT-0400,3594.41,1.91%
Fri Apr 28 2017 20:00:00 GMT-0400,3739.65,4.04%
Sat Apr 29 2017 20:00:00 GMT-0400,3843.5,2.78%
Sun Apr 30 2017 20:00:00 GMT-0400,3999.47,4.06%
Mon May 01 2017 20:00:00 GMT-0400,3957.55,-1.05%
Tue May 02 2017 20:00:00 GMT-0400,4029.34,1.81%
Wed May 03 2017 20:00:00 GMT-0400,4259.12,5.70%
Thu May 04 2017 20:00:00 GMT-0400,4678.19,9.84%
Fri May 05 2017 20:00:00 GMT-0400,4714.42,0.77%
Sat May 06 2017 20:00:00 GMT-0400,5078.48,7.72%
Sun May 07 2017 20:00:00 GMT-0400,5151.28,1.43%
Mon May 08 2017 20:00:00 GMT-0400,5378.7,4.41%
Tue May 09 2017 20:00:00 GMT-0400,5179.71,-3.70%
Wed May 10 2017 20:00:00 GMT-0400,5201.83,0.43%
Thu May 11 2017 20:00:00 GMT-0400,5121.1,-1.55%
Fri May 12 2017 20:00:00 GMT-0400,5006.3,-2.24%
Sat May 13 2017 20:00:00 GMT-0400,5450.39,8.87%
Sun May 14 2017 20:00:00 GMT-0400,5553.77,1.90%
Mon May 15 2017 20:00:00 GMT-0400,5229,-5.85%
Tue May 16 2017 20:00:00 GMT-0400,5347.71,2.27%
Wed May 17 2017 20:00:00 GMT-0400,5745.06,7.43%
Thu May 18 2017 20:00:00 GMT-0400,6088.38,5.98%
Fri May 19 2017 20:00:00 GMT-0400,6285.53,3.24%
Sat May 20 2017 20:00:00 GMT-0400,7034.51,11.92%
Sun May 21 2017 20:00:00 GMT-0400,7508.61,6.74%
Mon May 22 2017 20:00:00 GMT-0400,7108.07,-5.33%
Tue May 23 2017 20:00:00 GMT-0400,8009.85,12.69%
Wed May 24 2017 20:00:00 GMT-0400,8090.92,1.01%
Thu May 25 2017 20:00:00 GMT-0400,7004.83,-13.42%
Fri May 26 2017 20:00:00 GMT-0400,6663.93,-4.87%
Sat May 27 2017 20:00:00 GMT-0400,5990.75,-10.10%
Sun May 28 2017 20:00:00 GMT-0400,6449.15,7.65%
Mon May 29 2017 20:00:00 GMT-0400,6925.55,7.39%
Tue May 30 2017 20:00:00 GMT-0400,6770.42,-2.24%
Wed May 31 2017 20:00:00 GMT-0400,7606.54,12.35%
Thu Jun 01 2017 20:00:00 GMT-0400,8191.43,7.69%
Fri Jun 02 2017 20:00:00 GMT-0400,9535.96,16.41%
Sat Jun 03 2017 20:00:00 GMT-0400,10624.1,11.41%
Sun Jun 04 2017 20:00:00 GMT-0400,11318.53,6.54%
Mon Jun 05 2017 20:00:00 GMT-0400,12867.75,13.69%
Tue Jun 06 2017 20:00:00 GMT-0400,13758.31,6.92%
Wed Jun 07 2017 20:00:00 GMT-0400,13102.42,-4.77%
Thu Jun 08 2017 20:00:00 GMT-0400,13828.5,5.54%
Fri Jun 09 2017 20:00:00 GMT-0400,14908.64,7.81%
Sat Jun 10 2017 20:00:00 GMT-0400,14357.69,-3.70%
Sun Jun 11 2017 20:00:00 GMT-0400,14494.25,0.95%
Mon Jun 12 2017 20:00:00 GMT-0400,13077.84,-9.77%
Tue Jun 13 2017 20:00:00 GMT-0400,14373.41,9.91%
Wed Jun 14 2017 20:00:00 GMT-0400,12863.87,-10.50%
Thu Jun 15 2017 20:00:00 GMT-0400,12940.57,0.60%
Fri Jun 16 2017 20:00:00 GMT-0400,14023.36,8.37%
Sat Jun 17 2017 20:00:00 GMT-0400,14039.19,0.11%
Sun Jun 18 2017 20:00:00 GMT-0400,14165,0.90%
Mon Jun 19 2017 20:00:00 GMT-0400,15356.23,8.41%
Tue Jun 20 2017 20:00:00 GMT-0400,14849.43,-3.30%
Wed Jun 21 2017 20:00:00 GMT-0400,14743.65,-0.71%
Thu Jun 22 2017 20:00:00 GMT-0400,15156.05,2.80%
Fri Jun 23 2017 20:00:00 GMT-0400,16453.23,8.56%
Sat Jun 24 2017 20:00:00 GMT-0400,15800.56,-3.97%
Sun Jun 25 2017 20:00:00 GMT-0400,15047.14,-4.77%
Mon Jun 26 2017 20:00:00 GMT-0400,13663.91,-9.19%
Tue Jun 27 2017 20:00:00 GMT-0400,13878.6,1.57%
Wed Jun 28 2017 20:00:00 GMT-0400,14485.78,4.37%
Thu Jun 29 2017 20:00:00 GMT-0400,14057.08,-2.96%
Fri Jun 30 2017 20:00:00 GMT-0400,13233.97,-5.86%
Sat Jul 01 2017 20:00:00 GMT-0400,12326.37,-6.86%
Sun Jul 02 2017 20:00:00 GMT-0400,12717.63,3.17%
Mon Jul 03 2017 20:00:00 GMT-0400,13234.76,4.07%
Tue Jul 04 2017 20:00:00 GMT-0400,13645.52,3.10%
Wed Jul 05 2017 20:00:00 GMT-0400,13306.49,-2.48%
Thu Jul 06 2017 20:00:00 GMT-0400,13195.69,-0.83%
Fri Jul 07 2017 20:00:00 GMT-0400,11266.75,-14.62%
Sat Jul 08 2017 20:00:00 GMT-0400,11799.13,4.73%
Sun Jul 09 2017 20:00:00 GMT-0400,11033.29,-6.49%
Mon Jul 10 2017 20:00:00 GMT-0400,8669.94,-21.42%
Tue Jul 11 2017 20:00:00 GMT-0400,8010.5,-7.61%
Wed Jul 12 2017 20:00:00 GMT-0400,9360.29,16.85%
Thu Jul 13 2017 20:00:00 GMT-0400,8862.42,-5.32%
Fri Jul 14 2017 20:00:00 GMT-0400,8083.77,-8.79%
Sat Jul 15 2017 20:00:00 GMT-0400,7178,-11.20%
Sun Jul 16 2017 20:00:00 GMT-0400,6799.44,-5.27%
Mon Jul 17 2017 20:00:00 GMT-0400,8091.06,19.00%
Tue Jul 18 2017 20:00:00 GMT-0400,8845.23,9.32%
Wed Jul 19 2017 20:00:00 GMT-0400,8341.3,-5.70%
Thu Jul 20 2017 20:00:00 GMT-0400,9975.02,19.59%
Fri Jul 21 2017 20:00:00 GMT-0400,10021.16,0.46%
Sat Jul 22 2017 20:00:00 GMT-0400,12010.37,19.85%
Sun Jul 23 2017 20:00:00 GMT-0400,11574.17,-3.63%
Mon Jul 24 2017 20:00:00 GMT-0400,11539.15,-0.30%
Tue Jul 25 2017 20:00:00 GMT-0400,9638.74,-16.47%
Wed Jul 26 2017 20:00:00 GMT-0400,9666.95,0.29%
Thu Jul 27 2017 20:00:00 GMT-0400,9875.17,2.15%
Fri Jul 28 2017 20:00:00 GMT-0400,9309.72,-5.73%
Sat Jul 29 2017 20:00:00 GMT-0400,9237.22,-0.78%
Sun Jul 30 2017 20:00:00 GMT-0400,9075.3,-1.75%
Mon Jul 31 2017 20:00:00 GMT-0400,9130.35,0.61%
Tue Aug 01 2017 20:00:00 GMT-0400,9874.25,8.15%
Wed Aug 02 2017 20:00:00 GMT-0400,10025.94,1.54%
Thu Aug 03 2017 20:00:00 GMT-0400,10698.72,6.71%
Fri Aug 04 2017 20:00:00 GMT-0400,11262.65,5.27%
Sat Aug 05 2017 20:00:00 GMT-0400,12567.12,11.58%
Sun Aug 06 2017 20:00:00 GMT-0400,11936.36,-5.02%
Mon Aug 07 2017 20:00:00 GMT-0400,12592.62,5.50%
Tue Aug 08 2017 20:00:00 GMT-0400,12785.77,1.53%
Wed Aug 09 2017 20:00:00 GMT-0400,12666.51,-0.93%
Thu Aug 10 2017 20:00:00 GMT-0400,14339.19,13.21%
Fri Aug 11 2017 20:00:00 GMT-0400,16445.98,14.69%
Sat Aug 12 2017 20:00:00 GMT-0400,17079.32,3.85%
Sun Aug 13 2017 20:00:00 GMT-0400,16957.5,-0.71%
Mon Aug 14 2017 20:00:00 GMT-0400,16596.09,-2.13%
Tue Aug 15 2017 20:00:00 GMT-0400,16291.15,-1.84%
Wed Aug 16 2017 20:00:00 GMT-0400,17597.11,8.02%
Thu Aug 17 2017 20:00:00 GMT-0400,17362.36,-1.33%
Fri Aug 18 2017 20:00:00 GMT-0400,15843.02,-8.75%
Sat Aug 19 2017 20:00:00 GMT-0400,16518.65,4.26%
Sun Aug 20 2017 20:00:00 GMT-0400,17201.87,4.14%
Mon Aug 21 2017 20:00:00 GMT-0400,16178.4,-5.95%
Tue Aug 22 2017 20:00:00 GMT-0400,15976.56,-1.25%
Wed Aug 23 2017 20:00:00 GMT-0400,16352.56,2.35%
Thu Aug 24 2017 20:00:00 GMT-0400,16801.6,2.75%
Fri Aug 25 2017 20:00:00 GMT-0400,16563.48,-1.42%
Sat Aug 26 2017 20:00:00 GMT-0400,17342.32,4.70%
Sun Aug 27 2017 20:00:00 GMT-0400,17668.99,1.88%
Mon Aug 28 2017 20:00:00 GMT-0400,18580.15,5.16%
Tue Aug 29 2017 20:00:00 GMT-0400,19302.53,3.89%
Wed Aug 30 2017 20:00:00 GMT-0400,19989.45,3.56%
Thu Aug 31 2017 20:00:00 GMT-0400,20901.02,4.56%
Fri Sep 01 2017 20:00:00 GMT-0400,21473.41,2.74%
Sat Sep 02 2017 20:00:00 GMT-0400,19495.96,-9.21%
Sun Sep 03 2017 20:00:00 GMT-0400,20418.9,4.73%
Mon Sep 04 2017 20:00:00 GMT-0400,17189.15,-15.82%
Tue Sep 05 2017 20:00:00 GMT-0400,18670.34,8.62%
Wed Sep 06 2017 20:00:00 GMT-0400,19947.12,6.84%
Thu Sep 07 2017 20:00:00 GMT-0400,20021.65,0.37%
Fri Sep 08 2017 20:00:00 GMT-0400,17790.67,-11.14%
Sat Sep 09 2017 20:00:00 GMT-0400,17694.57,-0.54%
Sun Sep 10 2017 20:00:00 GMT-0400,17007.15,-3.88%
Mon Sep 11 2017 20:00:00 GMT-0400,17048.16,0.24%
Tue Sep 12 2017 20:00:00 GMT-0400,16806.31,-1.42%
Wed Sep 13 2017 20:00:00 GMT-0400,15616.53,-7.08%
Thu Sep 14 2017 20:00:00 GMT-0400,12458.02,-20.23%
Fri Sep 15 2017 20:00:00 GMT-0400,14784.97,18.68%
Sat Sep 16 2017 20:00:00 GMT-0400,15040.55,1.73%
Sun Sep 17 2017 20:00:00 GMT-0400,15432.18,2.60%
Mon Sep 18 2017 20:00:00 GMT-0400,16979.81,10.03%
Tue Sep 19 2017 20:00:00 GMT-0400,15762.81,-7.17%
Wed Sep 20 2017 20:00:00 GMT-0400,15938.86,1.12%
Thu Sep 21 2017 20:00:00 GMT-0400,14218.71,-10.79%
Fri Sep 22 2017 20:00:00 GMT-0400,14138.41,-0.56%
Sat Sep 23 2017 20:00:00 GMT-0400,15076.34,6.63%
Sun Sep 24 2017 20:00:00 GMT-0400,14577.61,-3.31%
Mon Sep 25 2017 20:00:00 GMT-0400,15549.43,6.67%
Tue Sep 26 2017 20:00:00 GMT-0400,15680.5,0.84%
Wed Sep 27 2017 20:00:00 GMT-0400,16976.39,8.26%
Thu Sep 28 2017 20:00:00 GMT-0400,16562.97,-2.44%
Fri Sep 29 2017 20:00:00 GMT-0400,16183.42,-2.29%
Sat Sep 30 2017 20:00:00 GMT-0400,17124.77,5.82%
Sun Oct 01 2017 20:00:00 GMT-0400,16904.54,-1.29%
Mon Oct 02 2017 20:00:00 GMT-0400,16419.59,-2.87%
Tue Oct 03 2017 20:00:00 GMT-0400,16091.34,-2.00%
Wed Oct 04 2017 20:00:00 GMT-0400,15719.83,-2.31%
Thu Oct 05 2017 20:00:00 GMT-0400,15832.84,0.72%
Fri Oct 06 2017 20:00:00 GMT-0400,15962.46,0.82%
Sat Oct 07 2017 20:00:00 GMT-0400,15479.17,-3.03%
Sun Oct 08 2017 20:00:00 GMT-0400,14109.99,-8.85%
Mon Oct 09 2017 20:00:00 GMT-0400,13743.42,-2.60%
Tue Oct 10 2017 20:00:00 GMT-0400,14429.27,4.99%
Wed Oct 11 2017 20:00:00 GMT-0400,15157.03,5.04%
Thu Oct 12 2017 20:00:00 GMT-0400,14848.05,-2.04%
Fri Oct 13 2017 20:00:00 GMT-0400,14789.12,-0.40%
Sat Oct 14 2017 20:00:00 GMT-0400,14935.49,0.99%
Sun Oct 15 2017 20:00:00 GMT-0400,14983.6,0.32%
Mon Oct 16 2017 20:00:00 GMT-0400,15400.56,2.78%
Tue Oct 17 2017 20:00:00 GMT-0400,15004.99,-2.57%
Wed Oct 18 2017 20:00:00 GMT-0400,15143.52,0.92%
Thu Oct 19 2017 20:00:00 GMT-0400,15068.51,-0.50%
Fri Oct 20 2017 20:00:00 GMT-0400,14458.88,-4.05%
Sat Oct 21 2017 20:00:00 GMT-0400,14173.35,-1.97%
Sun Oct 22 2017 20:00:00 GMT-0400,14543.41,2.61%
Mon Oct 23 2017 20:00:00 GMT-0400,13859.75,-4.70%
Tue Oct 24 2017 20:00:00 GMT-0400,14952.74,7.89%
Wed Oct 25 2017 20:00:00 GMT-0400,15233.61,1.88%
Thu Oct 26 2017 20:00:00 GMT-0400,14969.47,-1.73%
Fri Oct 27 2017 20:00:00 GMT-0400,15036.7,0.45%
Sat Oct 28 2017 20:00:00 GMT-0400,15067.43,0.20%
Sun Oct 29 2017 20:00:00 GMT-0400,15324.07,1.70%
Mon Oct 30 2017 20:00:00 GMT-0400,15647.25,2.11%
Tue Oct 31 2017 20:00:00 GMT-0400,15247.68,-2.55%
Wed Nov 01 2017 20:00:00 GMT-0400,14431.12,-5.36%
Thu Nov 02 2017 20:00:00 GMT-0400,14031.02,-2.77%
Fri Nov 03 2017 20:00:00 GMT-0400,14507.36,3.39%
Sat Nov 04 2017 20:00:00 GMT-0400,14464.32,-0.30%
Sun Nov 05 2017 19:00:00 GMT-0500,14598.59,0.93%
Mon Nov 06 2017 19:00:00 GMT-0500,14653.69,0.38%
Tue Nov 07 2017 19:00:00 GMT-0500,14963.81,2.12%
Wed Nov 08 2017 19:00:00 GMT-0500,16654.59,11.30%
Thu Nov 09 2017 19:00:00 GMT-0500,17694.57,6.24%
Fri Nov 10 2017 19:00:00 GMT-0500,15535.96,-12.20%
Sat Nov 11 2017 19:00:00 GMT-0500,15591.24,0.36%
Sun Nov 12 2017 19:00:00 GMT-0500,14302.69,-8.26%
Mon Nov 13 2017 19:00:00 GMT-0500,15868.88,10.95%
Tue Nov 14 2017 19:00:00 GMT-0500,16345.01,3.00%
Wed Nov 15 2017 19:00:00 GMT-0500,16767.27,2.58%
Thu Nov 16 2017 19:00:00 GMT-0500,16516.27,-1.50%
Fri Nov 17 2017 19:00:00 GMT-0500,16415.29,-0.61%
Sat Nov 18 2017 19:00:00 GMT-0500,17391.1,5.94%
Sun Nov 19 2017 19:00:00 GMT-0500,17090.11,-1.73%
Mon Nov 20 2017 19:00:00 GMT-0500,17165.01,0.44%
Tue Nov 21 2017 19:00:00 GMT-0500,17347.69,1.06%
Wed Nov 22 2017 19:00:00 GMT-0500,18530.44,6.82%
Thu Nov 23 2017 19:00:00 GMT-0500,18196.43,-1.80%
Fri Nov 24 2017 19:00:00 GMT-0500,19049.08,4.69%
Sat Nov 25 2017 19:00:00 GMT-0500,20006.32,5.03%
Sun Nov 26 2017 19:00:00 GMT-0500,20612.01,3.03%
Mon Nov 27 2017 19:00:00 GMT-0500,21977.43,6.62%
Tue Nov 28 2017 19:00:00 GMT-0500,21935.9,-0.19%
Wed Nov 29 2017 19:00:00 GMT-0500,18970.27,-13.52%
Thu Nov 30 2017 19:00:00 GMT-0500,20103.25,5.97%
Fri Dec 01 2017 19:00:00 GMT-0500,22167.57,10.27%
Sat Dec 02 2017 19:00:00 GMT-0500,23353.78,5.35%
Sun Dec 03 2017 19:00:00 GMT-0500,24287.96,4.00%
Mon Dec 04 2017 19:00:00 GMT-0500,27048.8,11.37%
Tue Dec 05 2017 19:00:00 GMT-0500,27595.69,2.02%
Wed Dec 06 2017 19:00:00 GMT-0500,27201.5,-1.43%
Thu Dec 07 2017 19:00:00 GMT-0500,26406.4,-2.92%
Fri Dec 08 2017 19:00:00 GMT-0500,27499.95,4.14%
Sat Dec 09 2017 19:00:00 GMT-0500,27039.91,-1.67%
Sun Dec 10 2017 19:00:00 GMT-0500,25037.58,-7.41%
Mon Dec 11 2017 19:00:00 GMT-0500,27895.17,11.41%
Tue Dec 12 2017 19:00:00 GMT-0500,30122.58,7.98%
Wed Dec 13 2017 19:00:00 GMT-0500,32663.05,8.43%
Thu Dec 14 2017 19:00:00 GMT-0500,35796.7,9.59%
Fri Dec 15 2017 19:00:00 GMT-0500,36191.75,1.10%
Sat Dec 16 2017 19:00:00 GMT-0500,43808.74,21.05%
Sun Dec 17 2017 19:00:00 GMT-0500,48063.94,9.71%
Mon Dec 18 2017 19:00:00 GMT-0500,56120.5,16.76%
Tue Dec 19 2017 19:00:00 GMT-0500,55675.98,-0.79%
Wed Dec 20 2017 19:00:00 GMT-0500,61400.28,10.28%
Thu Dec 21 2017 19:00:00 GMT-0500,63091.84,2.75%
Fri Dec 22 2017 19:00:00 GMT-0500,54185.77,-14.12%
Sat Dec 23 2017 19:00:00 GMT-0500,68385.5,26.21%
Sun Dec 24 2017 19:00:00 GMT-0500,67824.11,-0.82%
Mon Dec 25 2017 19:00:00 GMT-0500,66465.9,-2.00%
Tue Dec 26 2017 19:00:00 GMT-0500,67273.87,1.22%
Wed Dec 27 2017 19:00:00 GMT-0500,65129.65,-3.19%
Thu Dec 28 2017 19:00:00 GMT-0500,64072.52,-1.62%
Fri Dec 29 2017 19:00:00 GMT-0500,64855.93,1.22%
Sat Dec 30 2017 19:00:00 GMT-0500,59020.02,-9.00%
Sun Dec 31 2017 19:00:00 GMT-0500,69571.68,17.88%
Mon Jan 01 2018 19:00:00 GMT-0500,73508.94,5.66%
Tue Jan 02 2018 19:00:00 GMT-0500,78061.58,6.19%
Wed Jan 03 2018 19:00:00 GMT-0500,83718.51,7.25%
Thu Jan 04 2018 19:00:00 GMT-0500,87541.61,4.57%
Fri Jan 05 2018 19:00:00 GMT-0500,85799.01,-1.99%
Sat Jan 06 2018 19:00:00 GMT-0500,97023.18,13.08%
Sun Jan 07 2018 19:00:00 GMT-0500,102035.57,5.17%
Mon Jan 08 2018 19:00:00 GMT-0500,101867.58,-0.16%
Tue Jan 09 2018 19:00:00 GMT-0500,104553.51,2.64%
Wed Jan 10 2018 19:00:00 GMT-0500,100737.51,-3.65%
Thu Jan 11 2018 19:00:00 GMT-0500,88972.56,-11.68%
Fri Jan 12 2018 19:00:00 GMT-0500,97011.77,9.04%
Sat Jan 13 2018 19:00:00 GMT-0500,99914.94,2.99%
Sun Jan 14 2018 19:00:00 GMT-0500,92411.49,-7.51%
Mon Jan 15 2018 19:00:00 GMT-0500,87713.27,-5.08%
Tue Jan 16 2018 19:00:00 GMT-0500,63980.47,-27.06%
Wed Jan 17 2018 19:00:00 GMT-0500,66970.29,4.67%
Thu Jan 18 2018 19:00:00 GMT-0500,69227.88,3.37%
Fri Jan 19 2018 19:00:00 GMT-0500,74598.03,7.76%
Sat Jan 20 2018 19:00:00 GMT-0500,82045.83,9.98%
Sun Jan 21 2018 19:00:00 GMT-0500,70156.23,-14.49%
Mon Jan 22 2018 19:00:00 GMT-0500,65652.6,-6.42%
Tue Jan 23 2018 19:00:00 GMT-0500,67637.21,3.02%
Wed Jan 24 2018 19:00:00 GMT-0500,70172.98,3.75%
Thu Jan 25 2018 19:00:00 GMT-0500,68708.54,-2.09%
Fri Jan 26 2018 19:00:00 GMT-0500,68304.4,-0.59%
Sat Jan 27 2018 19:00:00 GMT-0500,71414.56,4.55%
Sun Jan 28 2018 19:00:00 GMT-0500,72719.83,1.83%
Mon Jan 29 2018 19:00:00 GMT-0500,70080.42,-3.63%
Tue Jan 30 2018 19:00:00 GMT-0500,59446.49,-15.17%
Wed Jan 31 2018 19:00:00 GMT-0500,61490.9,3.44%
