,u,v
50,0.6179401993355482,0.6943521594684385
51,0.6810631229235881,0.8006644518272426
52,0.8704318936877077,0.8604651162790697
53,0.9368770764119602,0.8870431893687708
54,0.5980066445182725,0.7109634551495017
55,0.08305647840531562,0.07308970099667775
56,0.9102990033222591,0.9069767441860465
57,0.1760797342192691,0.2159468438538206
58,0.9435215946843853,0.8770764119601329
59,0.06312292358803986,0.07973421926910298
60,0.40863787375415284,0.3023255813953488
61,0.7508305647840532,0.7873754152823921
62,0.019933554817275746,0.019933554817275746
63,0.1461794019933555,0.15282392026578073
64,0.8770764119601329,0.9136212624584718
65,0.5016611295681063,0.31561461794019935
66,0.9302325581395349,0.946843853820598
67,0.5481727574750831,0.6478405315614618
68,0.6578073089700996,0.5647840531561462
69,0.8803986710963455,0.8970099667774086
70,0.9900332225913622,0.9966777408637874
71,0.7408637873754153,0.6345514950166113
72,0.8305647840531561,0.7906976744186046
73,0.946843853820598,0.920265780730897
74,0.9169435215946844,0.8504983388704319
75,0.7375415282392026,0.8073089700996677
76,0.2159468438538206,0.18604651162790697
77,0.11960132890365449,0.09966777408637874
78,0.6212624584717608,0.3687707641196013
79,0.8438538205980066,0.867109634551495
80,0.03986710963455149,0.03986710963455149
81,0.10963455149501661,0.10963455149501661
82,0.9069767441860465,0.7275747508305648
83,0.046511627906976744,0.03322259136212625
84,0.9534883720930233,0.9634551495016611
85,0.867109634551495,0.8903654485049833
86,0.7574750830564784,0.6677740863787376
87,0.013289036544850499,0.009966777408637873
88,0.2059800664451827,0.3787375415282392
89,0.9667774086378738,0.9534883720930233
90,0.9335548172757475,0.9003322259136213
91,0.9568106312292359,0.9667774086378738
92,0.9833887043189369,0.9601328903654485
93,0.5514950166112956,0.53156146179402
94,0.8970099667774086,0.9269102990033222
95,0.3853820598006645,0.4883720930232558
96,0.9933554817275747,0.9900332225913622
97,0.4119601328903654,0.4019933554817276
98,0.2425249169435216,0.4053156146179402
99,0.6611295681063123,0.7375415282392026
100,0.29900332225913623,0.37209302325581395
101,0.3754152823920266,0.4119601328903654
102,0.9700996677740864,0.973421926910299
103,0.9269102990033222,0.9401993355481728
104,0.5681063122923588,0.627906976744186
105,0.9036544850498339,0.9302325581395349
106,0.18604651162790697,0.17940199335548174
107,0.4019933554817276,0.42857142857142855
108,0.23588039867109634,0.19601328903654486
109,0.1893687707641196,0.22591362126245848
110,0.46511627906976744,0.4850498338870432
111,0.15946843853820597,0.1760797342192691
112,0.5946843853820598,0.6046511627906976
113,0.4418604651162791,0.44518272425249167
114,0.9800664451827242,0.9833887043189369
115,0.029900332225913623,0.029900332225913623
116,0.17940199335548174,0.2823920265780731
117,0.8737541528239202,0.8372093023255814
118,0.8471760797342193,0.24584717607973422
119,0.8205980066445183,0.7940199335548173
120,0.6511627906976745,0.7009966777408638
121,0.3089700996677741,0.3654485049833887
122,0.8571428571428571,0.8637873754152824
123,0.7342192691029901,0.8239202657807309
124,0.53156146179402,0.46179401993355484
125,0.6312292358803987,0.7342192691029901
126,0.7109634551495017,0.7408637873754153
127,0.3554817275747508,0.3122923588039867
128,0.34219269102990035,0.25249169435215946
129,0.7740863787375415,0.7242524916943521
130,0.920265780730897,0.9435215946843853
131,0.6943521594684385,0.7043189368770764
132,0.4152823920265781,0.48172757475083056
133,0.5382059800664452,0.5049833887043189
134,0.4053156146179402,0.4983388704318937
135,0.6445182724252492,0.7574750830564784
136,0.11627906976744186,0.13953488372093023
137,0.8504983388704319,0.8837209302325582
138,0.3787375415282392,0.5116279069767442
139,0.24916943521594684,0.2724252491694352
140,0.8039867109634552,0.7740863787375415
141,0.9136212624584718,0.9036544850498339
142,0.5049833887043189,0.6710963455149501
143,0.7674418604651163,0.7840531561461794
144,0.19269102990033224,0.19269102990033224
145,0.574750830564784,0.6179401993355482
146,0.31893687707641194,0.39867109634551495
147,0.22259136212624583,0.23255813953488372
148,0.8637873754152824,0.8538205980066446
149,0.6345514950166113,0.6112956810631229
150,0.6843853820598007,0.6910299003322259
151,0.49169435215946844,0.5249169435215947
152,0.20930232558139536,0.23920265780730898
153,0.6877076411960132,0.6976744186046512
154,0.22591362126245848,0.2857142857142857
155,0.34551495016611294,0.27906976744186046
156,0.3521594684385382,0.38205980066445183
157,0.23920265780730898,0.2691029900332226
158,0.5913621262458472,0.5681063122923588
159,0.5614617940199336,0.6079734219269103
160,0.8239202657807309,0.8106312292358804
161,0.16943521594684385,0.18272425249169436
162,0.38205980066445183,0.4485049833887043
163,0.07641196013289037,0.132890365448505
164,0.2956810631229236,0.33222591362126247
165,0.4950166112956811,0.34551495016611294
166,0.5780730897009967,0.6511627906976745
167,0.4485049833887043,0.5581395348837209
168,0.7142857142857143,0.7973421926910299
169,0.48172757475083056,0.4584717607973422
170,0.42857142857142855,0.45182724252491696
171,0.7774086378737541,0.760797342192691
172,0.053156146179401995,0.0664451827242525
173,0.23255813953488372,0.29900332225913623
174,0.05647840531561462,0.053156146179401995
175,0.06976744186046512,0.07641196013289037
176,0.7275747508305648,0.6644518272425249
177,0.770764119601329,0.6611295681063123
178,0.7043189368770764,0.770764119601329
179,0.18272425249169436,0.17275747508305647
180,0.5880398671096345,0.6212624584717608
181,0.08970099667774087,0.11627906976744186
182,0.5182724252491694,0.521594684385382
183,0.21262458471760798,0.23588039867109634
184,0.6744186046511628,0.6312292358803987
185,0.12956810631229235,0.16279069767441862
186,0.14950166112956811,0.14950166112956811
187,0.8106312292358804,0.8571428571428571
188,0.8272425249169435,0.7441860465116279
189,0.38870431893687707,0.3388704318936877
190,0.5813953488372093,0.654485049833887
191,0.11295681063122924,0.09302325581395349
192,0.7807308970099668,0.8039867109634552
193,0.12624584717607973,0.14285714285714285
194,0.6112956810631229,0.6146179401993356
195,0.7873754152823921,0.8272425249169435
196,0.21926910299003322,0.21926910299003322
197,0.8006644518272426,0.4318936877076412
198,0.654485049833887,0.7508305647840532
199,0.4186046511627907,0.3521594684385382
200,0.6378737541528239,0.6445182724252492
201,0.6046511627906976,0.5980066445182725
202,0.9867109634551495,0.9867109634551495
203,0.42524916943521596,0.38870431893687707
204,0.8073089700996677,0.717607973421927
205,0.43521594684385384,0.4684385382059801
206,0.6976744186046512,0.6877076411960132
207,0.4584717607973422,0.5149501661129569
208,0.2857142857142857,0.3289036544850498
209,0.2757475083056478,0.2558139534883721
210,0.4750830564784053,0.4950166112956811
211,0.37209302325581395,0.44518272425249167
212,0.4219269102990033,0.45514950166112955
213,0.17275747508305647,0.16943521594684385
214,0.707641196013289,0.6810631229235881
215,0.33222591362126247,0.33554817275747506
216,0.7906976744186046,0.7674418604651163
217,0.2026578073089701,0.16611295681063123
218,0.5116279069767442,0.5946843853820598
219,0.3588039867109635,0.4152823920265781
220,0.3222591362126246,0.3953488372093023
221,0.2558139534883721,0.3222591362126246
222,0.3953488372093023,0.36212624584717606
223,0.132890365448505,0.12956810631229235
224,0.5149501661129569,0.5382059800664452
225,0.7441860465116279,0.7541528239202658
226,0.2823920265780731,0.28903654485049834
227,0.5548172757475083,0.5348837209302325
228,0.19933554817275748,0.1893687707641196
229,0.5448504983388704,0.5415282392026578
230,0.3388704318936877,0.4186046511627907
231,0.6146179401993356,0.6245847176079734
232,0.059800664451827246,0.05647840531561462
233,0.5714285714285714,0.5780730897009967
234,0.44518272425249167,0.47840531561461797
235,0.3488372093023256,0.3920265780730897
236,0.3122923588039867,0.292358803986711
237,0.6644518272425249,0.7142857142857143
238,0.5282392026578073,0.5282392026578073
239,0.32558139534883723,0.3089700996677741
240,0.6013289036544851,0.6378737541528239
241,0.3687707641196013,0.3853820598006645
242,0.7475083056478405,0.7807308970099668
243,0.8172757475083057,0.8471760797342193
244,0.10631229235880399,0.10631229235880399
245,0.6245847176079734,0.5548172757475083
246,0.07308970099667775,0.08305647840531562
247,0.26578073089701,0.2591362126245847
248,0.3289036544850498,0.31893687707641194
249,0.8372093023255814,0.8305647840531561
250,0.1362126245847176,0.1362126245847176
251,0.8604651162790697,0.8803986710963455
252,0.813953488372093,0.8438538205980066
253,0.4883720930232558,0.5481727574750831
254,0.016611295681063124,0.013289036544850499
255,0.521594684385382,0.4750830564784053
256,0.9003322259136213,0.9335548172757475
257,0.7308970099667774,0.8338870431893688
258,0.5083056478405316,0.5182724252491694
259,0.47840531561461797,0.5880398671096345
260,0.4318936877076412,0.2956810631229236
261,0.46179401993355484,0.5714285714285714
262,0.9767441860465116,0.9800664451827242
263,0.4983388704318937,0.44518272425249167
264,0.6777408637873754,0.707641196013289
265,0.3920265780730897,0.3588039867109635
266,0.8903654485049833,0.9169435215946844
267,0.7973421926910299,0.813953488372093
268,0.6079734219269103,0.5813953488372093
269,0.09634551495016612,0.11295681063122924
270,0.39867109634551495,0.4219269102990033
271,0.8837209302325582,0.893687707641196
272,0.16611295681063123,0.15614617940199335
273,0.6710963455149501,0.6744186046511628
274,0.04983388704318937,0.04983388704318937
275,0.3023255813953488,0.34219269102990035
276,0.5249169435215947,0.40863787375415284
277,0.4717607973421927,0.46511627906976744
278,0.9634551495016611,0.9501661129568106
279,0.3654485049833887,0.30564784053156147
280,0.973421926910299,0.9767441860465116
281,0.09966777408637874,0.11960132890365449
282,0.584717607973422,0.6013289036544851
283,0.10299003322259136,0.09634551495016612
284,0.4850498338870432,0.4717607973421927
285,0.4684385382059801,0.5083056478405316
286,0.2292358803986711,0.26245847176079734
287,0.9401993355481728,0.9235880398671097
288,0.5415282392026578,0.584717607973422
289,0.30564784053156147,0.32558139534883723
290,0.9966777408637874,0.9933554817275747
291,0.2691029900332226,0.26578073089701
292,0.9601328903654485,0.9700996677740864
293,0.04318936877076412,0.046511627906976744
294,0.03322259136212625,0.026578073089700997
295,0.0033222591362126247,0.0033222591362126247
296,0.16279069767441862,0.2292358803986711
297,0.6478405315614618,0.6411960132890365
298,0.006644518272425249,0.006644518272425249
299,0.45514950166112955,0.42524916943521596
